CLASSE,Hue,Saturation,Value,Vibration,Metal
Metal,180.00,7.45,100.00,4.55,3053
Metal,180.00,10.98,100.00,4.46,3052
Metal,180.00,12.94,100.00,4.48,3054
Metal,180.00,15.29,100.00,4.03,3051
Metal,180.00,15.29,100.00,3.56,3051
Metal,180.00,15.29,100.00,3.62,3049
Metal,180.00,15.29,100.00,3.42,3052
Metal,180.00,10.98,100.00,3.66,3049
Metal,180.00,9.02,100.00,4.42,3050
Metal,180.00,7.45,100.00,3.70,3050
Metal,180.00,6.67,100.00,3.11,3050
Metal,180.00,8.24,100.00,2.82,3051
Metal,180.00,12.94,100.00,2.39,3051
Metal,180.00,14.12,100.00,2.42,3051
Metal,180.00,15.29,100.00,2.18,3052
Metal,180.00,15.29,100.00,2.35,3051
Metal,180.00,15.29,100.00,2.67,3051
Metal,180.00,12.16,100.00,2.46,3052
Metal,180.00,10.59,100.00,2.31,3050
Metal,180.00,6.67,100.00,2.31,3052
Metal,180.00,6.67,100.00,3.58,3052
Metal,180.00,7.45,100.00,4.09,3049
Metal,180.00,10.98,100.00,3.53,3047
Metal,180.00,15.29,100.00,2.90,3053
Metal,180.00,15.29,100.00,2.94,3052
Metal,180.00,15.29,100.00,2.79,3051
Metal,180.00,15.29,100.00,3.66,3053
Metal,180.00,15.29,100.00,3.60,3052
Metal,180.00,10.98,100.00,3.12,3050
Metal,180.00,8.24,100.00,3.16,3050
Metal,180.00,6.67,100.00,3.38,3052
Metal,180.00,6.67,100.00,3.26,3054
Metal,180.00,9.80,100.00,3.18,3055
Metal,180.00,14.12,100.00,2.65,3052
Metal,180.00,15.29,100.00,2.37,3050
Metal,180.00,15.29,100.00,2.01,3049
Metal,180.00,15.29,100.00,2.37,3049
Metal,180.00,15.29,100.00,2.20,3051
Metal,180.00,10.98,100.00,2.37,3049
Metal,180.00,9.41,100.00,2.31,3052
Metal,180.00,7.45,100.00,2.09,3051
Metal,180.00,6.67,100.00,2.97,3050
Metal,180.00,7.84,100.00,3.12,3049
Metal,180.00,10.98,100.00,3.66,3053
Metal,180.00,15.29,100.00,3.94,3050
Metal,180.00,15.29,100.00,3.34,3050
Metal,180.00,15.29,100.00,3.04,3049
Metal,180.00,15.29,100.00,3.86,3050
Metal,180.00,13.73,100.00,3.42,3052
Metal,180.00,9.80,100.00,2.93,3051
Metal,180.00,7.45,100.00,2.99,3051
Metal,180.00,7.45,100.00,2.69,3049
Metal,180.00,7.84,100.00,2.76,3050
Metal,180.00,10.98,100.00,2.37,3050
Metal,180.00,14.51,100.00,2.37,3052
Metal,180.00,15.29,100.00,2.16,3050
Metal,180.00,15.29,100.00,2.43,3052
Metal,180.00,15.29,100.00,2.39,3049
Metal,180.00,15.29,100.00,2.36,3054
Metal,180.00,10.98,100.00,4.10,3050
Metal,180.00,7.84,100.00,3.64,3054
Metal,180.00,6.67,100.00,4.22,3054
Metal,180.00,6.67,100.00,3.79,3050
Metal,180.00,9.80,100.00,3.65,3049
Metal,180.00,13.73,100.00,3.49,3050
Metal,180.00,15.29,100.00,4.64,3052
Metal,180.00,15.29,100.00,3.89,3051
Metal,180.00,15.29,100.00,3.30,3051
Metal,180.00,15.29,100.00,3.09,3046
Metal,180.00,10.98,100.00,3.49,3051
Metal,180.00,8.24,100.00,3.81,3051
Metal,180.00,6.67,100.00,3.24,3052
Metal,180.00,7.45,100.00,4.12,3049
Metal,180.00,9.80,100.00,3.83,3050
Metal,180.00,10.98,100.00,4.00,3052
Metal,180.00,15.29,100.00,3.76,3050
Metal,180.00,15.29,100.00,3.37,3050
Metal,228.00,21.28,18.43,1.36,3056
Metal,226.67,19.57,18.04,2.12,3056
Metal,232.50,16.00,19.61,2.70,3115
Metal,326.67,18.00,19.61,2.76,3076
Metal,226.67,19.57,18.04,3.10,3055
Metal,325.71,13.46,20.39,5.17,3092
Metal,226.67,19.57,18.04,4.82,3055
Metal,222.00,20.00,19.61,7.07,3060
Metal,336.00,19.23,20.39,7.49,3061
Metal,226.67,19.57,18.04,6.73,3060
Metal,317.14,13.46,20.39,6.12,3080
Metal,231.43,15.56,17.65,6.37,3084
Metal,223.64,22.00,19.61,14.71,3085
Metal,338.18,20.75,20.78,13.18,3057
Metal,226.67,19.57,18.04,11.13,3049
Metal,310.00,11.76,20.00,9.69,3055
Metal,247.50,17.02,18.43,8.83,3048
Metal,220.00,24.00,19.61,8.52,3072
Metal,333.33,17.31,20.39,7.33,3087
Metal,226.67,19.57,18.04,6.61,3082
Metal,300.00,10.00,19.61,5.87,3074
Metal,270.00,13.33,17.65,5.31,3055
Metal,220.00,24.49,19.22,4.41,3057
Metal,340.00,16.98,20.78,3.83,3072
Metal,220.00,20.00,17.65,3.38,3062
Metal,276.00,10.00,19.61,3.10,3055
Metal,282.86,15.22,18.04,6.02,3055
Metal,225.00,24.49,19.22,6.16,3056
Metal,337.50,15.38,20.39,6.36,3075
Metal,225.00,17.78,17.65,5.68,3090
Metal,260.00,12.00,19.61,4.84,3075
Metal,300.00,15.22,18.04,5.16,3055
Metal,229.09,22.92,18.82,7.46,3049
Metal,337.50,15.09,20.78,7.17,3059
Metal,226.67,19.57,18.04,6.49,3099
Metal,250.00,12.00,19.61,5.80,3038
Metal,315.00,16.67,18.82,5.91,3028
Metal,222.00,21.28,18.43,5.64,3060
Metal,330.00,15.09,20.78,6.67,3055
Metal,225.00,17.78,17.65,6.02,3039
Metal,231.43,14.00,19.61,5.05,3072
Metal,322.50,16.67,18.82,4.26,3087
Metal,228.00,21.28,18.43,3.77,3023
Metal,325.71,13.46,20.39,3.37,3103
Metal,226.67,19.57,18.04,3.34,3080
Metal,225.00,16.00,19.61,3.61,3060
Metal,320.00,18.37,19.22,3.49,3077
Metal,228.00,21.28,18.43,2.99,3051
Metal,325.71,13.46,20.39,2.78,3064
Metal,225.00,17.78,17.65,2.49,3072
Metal,216.00,20.00,19.61,2.38,3055
Metal,330.00,19.61,20.00,2.24,3056
Metal,226.67,19.57,18.04,3.13,3054
Metal,325.71,13.46,20.39,5.39,3050
Metal,231.43,15.56,17.65,6.47,3053
Metal,218.18,22.00,19.61,5.41,3058
Metal,332.73,21.15,20.39,7.05,3055
Metal,226.67,19.57,18.04,7.70,3061
Metal,310.00,11.76,20.00,6.51,3057
Metal,240.00,17.39,18.04,6.87,3055
Metal,220.00,24.00,19.61,6.19,3072
Metal,336.00,19.23,20.39,5.55,3072
Metal,232.50,17.39,18.04,5.36,3058
Metal,310.00,11.76,20.00,5.30,3072
Metal,240.00,15.22,18.04,7.00,3055
Metal,220.00,24.00,19.61,6.09,3053
Metal,342.00,18.87,20.78,5.86,3060
Metal,232.50,17.78,17.65,5.06,3056
Metal,300.00,10.00,19.61,4.79,3055
Metal,265.71,15.56,17.65,4.54,3060
Metal,220.00,24.49,19.22,4.03,3107
Metal,336.00,18.87,20.78,5.74,3046
Metal,225.00,17.78,17.65,5.03,3061
Metal,288.00,10.00,19.61,4.73,3072
Metal,270.00,13.33,17.65,5.03,3060
Metal,220.00,24.49,19.22,5.48,3052
Metal,340.00,16.98,20.78,4.99,3062
Metal,232.50,17.78,17.65,4.95,3062
Metal,276.00,10.00,19.61,5.46,3056
Metal,282.86,15.22,18.04,5.31,3055
Metal,225.00,24.49,19.22,4.98,3039
Metal,337.50,15.38,20.39,5.59,3072
Metal,225.00,17.78,17.65,5.15,3075
Metal,264.00,10.00,19.61,4.67,3055
Metal,290.00,13.33,17.65,4.56,3072
Metal,225.00,24.49,19.22,4.05,3079
Metal,333.33,16.98,20.78,4.39,3072
Metal,225.00,17.78,17.65,4.46,3088
Metal,270.00,12.00,19.61,5.10,3057
Metal,300.00,13.33,17.65,4.88,3056
Metal,229.09,22.92,18.82,4.63,3058
Metal,337.50,15.09,20.78,7.19,3042
Metal,233.33,19.57,18.04,7.73,3077
Metal,260.00,12.00,19.61,6.86,3056
Metal,317.14,14.89,18.43,6.00,3061
Metal,229.09,22.92,18.82,5.79,3072
Metal,325.71,13.46,20.39,5.40,3072
Metal,225.00,17.78,17.65,4.70,3044
Metal,250.00,12.00,19.61,5.93,3061
Metal,322.50,16.67,18.82,5.24,3086
Metal,229.09,22.92,18.82,5.21,3050
Metal,325.71,13.46,20.39,5.47,3059
Metal,232.50,17.78,17.65,5.59,3059
Metal,225.00,16.00,19.61,5.27,3064
Metal,326.67,18.37,19.22,5.26,3055
Metal,228.00,21.28,18.43,5.00,3073
Metal,325.71,13.46,20.39,4.47,3065
Metal,225.00,17.78,17.65,5.03,3055
Metal,222.86,14.29,19.22,4.44,3079
Metal,324.00,20.00,19.61,4.16,3052
Metal,228.00,21.28,18.43,3.73,3080
Metal,325.71,13.46,20.39,3.34,3056
Metal,232.50,17.78,17.65,3.24,3056
Metal,220.00,18.00,19.61,6.30,3088
Metal,330.00,20.00,19.61,5.64,3076
Metal,228.00,21.28,18.43,4.69,3050
Metal,325.71,13.46,20.39,4.31,3041
Metal,226.67,19.57,18.04,4.12,3074
Metal,226.67,18.00,19.61,3.84,3086
Metal,327.27,21.57,20.00,5.50,3084
Metal,226.67,19.57,18.04,7.76,3072
Metal,330.00,15.09,20.78,7.14,3056
Metal,225.00,17.78,17.65,6.61,3042
Metal,218.18,22.00,19.61,5.99,3072
Metal,327.27,21.57,20.00,5.10,3079
Metal,233.33,19.57,18.04,4.83,3087
Metal,310.00,11.76,20.00,4.98,3072
Metal,240.00,15.56,17.65,4.53,3055
Metal,218.18,22.00,19.61,6.80,3072
Metal,336.00,19.23,20.39,6.19,3055
Metal,226.67,19.57,18.04,5.93,3026
Metal,317.14,13.46,20.39,5.12,3077
Metal,240.00,15.56,17.65,5.14,3058
Metal,218.18,22.00,19.61,5.38,3109
Metal,332.73,21.15,20.39,5.31,3087
Metal,233.33,19.57,18.04,4.85,3085
Metal,310.00,11.76,20.00,5.55,3072
Metal,248.57,15.56,17.65,4.90,3078
Metal,223.64,22.00,19.61,6.51,3072
Metal,338.18,20.75,20.78,5.76,3060
Metal,226.67,19.57,18.04,4.93,3044
Metal,310.00,11.76,20.00,4.93,3088
Metal,240.00,13.33,17.65,6.80,3055
Metal,225.00,24.00,19.61,7.15,3057
Metal,333.33,17.31,20.39,7.73,3050
Metal,233.33,19.57,18.04,8.17,2175
Metal,300.00,10.00,19.61,6.81,0
Metal,240.00,13.33,17.65,5.94,0
Metal,221.54,26.00,19.61,5.37,0
Metal,338.18,20.75,20.78,4.80,3057
Metal,225.00,17.78,17.65,4.96,3044
Metal,300.00,10.00,19.61,5.28,3055
Metal,250.00,13.33,17.65,9.55,3060
Metal,220.00,24.49,19.22,8.52,3052
Metal,336.00,18.87,20.78,7.97,3073
Metal,225.00,17.78,17.65,6.93,3055
Metal,288.00,10.00,19.61,6.36,3062
Metal,274.29,15.56,17.65,5.57,3073
Metal,220.00,24.49,19.22,5.17,3049
Metal,336.00,18.87,20.78,4.71,3080
Metal,225.00,17.78,17.65,4.26,1127
Metal,288.00,10.00,19.61,3.87,0
Metal,270.00,13.33,17.65,3.95,3055
Metal,225.00,24.49,19.22,4.42,3060
Metal,336.00,18.87,20.78,3.87,3073
Metal,232.50,17.78,17.65,3.36,3072
Metal,276.00,10.00,19.61,3.17,349
Metal,280.00,13.33,17.65,3.07,735
Metal,225.00,24.49,19.22,2.87,3544
Metal,336.00,18.87,20.78,3.57,3041
Metal,226.67,19.57,18.04,3.05,1101
Metal,270.00,12.00,19.61,2.85,3054
Metal,290.00,13.33,17.65,3.43,3092
Metal,225.00,24.49,19.22,3.51,3061
Metal,322.50,15.38,20.39,3.22,3121
Metal,226.67,19.57,18.04,4.70,3108
Metal,264.00,10.00,19.61,4.39,3072
Metal,282.86,15.22,18.04,4.66,3074
Metal,223.64,22.92,18.82,4.70,3077
Metal,337.50,15.38,20.39,5.93,3055
Metal,225.00,17.78,17.65,6.04,3056
Metal,270.00,12.00,19.61,5.96,3051
Metal,300.00,13.33,17.65,6.39,3062
Metal,229.09,22.92,18.82,5.40,0
Metal,333.33,16.98,20.78,4.52,0
Metal,231.43,15.56,17.65,4.48,0
Metal,250.00,12.00,19.61,7.58,3354
Metal,300.00,15.22,18.04,6.41,3072
Metal,229.09,22.92,18.82,5.58,3055
Metal,326.67,16.98,20.78,5.11,3058
Metal,233.33,19.57,18.04,5.40,3057
Metal,240.00,10.00,19.61,4.53,3074
Metal,308.57,14.89,18.43,4.11,3062
Metal,228.00,21.28,18.43,3.64,3055
Metal,330.00,15.09,20.78,4.31,3060
Metal,232.50,17.78,17.65,4.11,3062
Metal,230.00,12.00,19.61,3.92,3072
Metal,322.50,16.67,18.82,3.29,3072
Metal,228.00,21.28,18.43,2.92,3096
Metal,325.71,13.46,20.39,2.85,3058
Metal,226.67,19.57,18.04,2.78,3079
Metal,225.00,16.00,19.61,2.57,3059
Metal,330.00,20.00,19.61,2.73,3098
Metal,228.00,21.28,18.43,2.30,3096
Metal,322.50,15.09,20.78,6.04,3064
Metal,225.00,17.78,17.65,6.21,3056
Metal,226.67,18.00,19.61,5.80,3090
Metal,332.73,21.57,20.00,9.33,3057
Metal,228.00,21.28,18.43,7.81,3061
Metal,325.71,13.46,20.39,7.76,3088
Metal,225.00,17.78,17.65,7.69,3072
Metal,222.00,20.00,19.61,6.50,3074
Metal,336.00,19.23,20.39,5.93,3061
Metal,226.67,19.57,18.04,5.51,3049
Metal,317.14,13.46,20.39,4.87,3072
Metal,240.00,15.56,17.65,6.18,0
Metal,223.64,22.00,19.61,5.68,192
Metal,336.00,19.23,20.39,4.74,0
Metal,226.67,19.57,18.04,4.37,3086
Metal,308.57,13.73,20.00,4.00,3074
Metal,240.00,13.33,17.65,4.59,3072
Metal,226.15,25.49,20.00,6.02,3072
Metal,336.00,19.23,20.39,5.67,3072
Metal,233.33,19.57,18.04,5.56,2831
Metal,310.00,11.76,20.00,5.32,3033
Metal,248.57,15.56,17.65,5.58,3055
Metal,221.54,26.00,19.61,4.81,3072
Metal,332.73,20.75,20.78,4.29,3087
Metal,225.00,17.78,17.65,3.93,0
Metal,300.00,10.00,19.61,3.18,1071
Metal,257.14,15.56,17.65,2.80,11
Metal,220.00,24.49,19.22,2.67,3060
Metal,336.00,18.87,20.78,2.76,3081
Metal,233.33,19.57,18.04,3.73,3072
Metal,288.00,10.00,19.61,4.10,0
Metal,265.71,15.56,17.65,3.67,170
Metal,225.00,24.49,19.22,4.59,0
Metal,333.33,16.98,20.78,4.69,0
Metal,233.33,19.57,18.04,5.89,3058
Metal,276.00,10.00,19.61,5.27,3052
Metal,290.00,13.33,17.65,4.94,3062
Metal,223.64,22.92,18.82,4.59,3456
Metal,333.33,16.98,20.78,4.44,0
Metal,226.67,19.57,18.04,4.16,0
Metal,264.00,10.00,19.61,4.81,3081
Metal,308.57,15.22,18.04,4.94,3060
Metal,229.09,22.92,18.82,5.96,3113
Metal,330.00,15.38,20.39,6.88,3089
Metal,232.50,17.78,17.65,6.18,3079
Metal,240.00,12.00,19.61,5.40,3085
Metal,307.50,17.02,18.43,7.04,3077
Metal,228.00,21.28,18.43,6.29,3088
Metal,315.00,15.38,20.39,8.23,3078
Metal,226.67,19.57,18.04,6.78,3062
Metal,231.43,14.00,19.61,5.86,3061
Metal,320.00,18.37,19.22,5.87,3076
Metal,228.00,21.28,18.43,5.08,3057
Metal,325.71,13.46,20.39,4.32,3072
Metal,232.50,17.78,17.65,3.61,3187
Metal,225.00,16.00,19.61,5.96,3072
Metal,327.27,21.57,20.00,7.23,3072
Metal,228.00,21.28,18.43,6.14,3087
Metal,325.71,13.46,20.39,6.79,3072
Metal,226.67,19.57,18.04,8.11,3108
Metal,220.00,18.37,19.22,8.10,3054
Metal,330.00,19.61,20.00,8.39,3061
Metal,226.67,19.57,18.04,7.68,3059
Metal,317.14,13.46,20.39,9.39,3044
Metal,240.00,15.56,17.65,8.41,3056
Metal,223.64,22.00,19.61,8.46,3072
Metal,332.73,21.15,20.39,8.23,3076
Metal,226.67,19.57,18.04,7.20,3072
Metal,317.14,13.46,20.39,8.39,3090
Metal,240.00,13.33,17.65,8.53,3064
Metal,220.00,24.00,19.61,14.25,3040
Metal,338.18,20.75,20.78,11.96,3072
Metal,226.67,19.57,18.04,11.06,3054
Metal,300.00,10.00,19.61,10.33,3050
Metal,257.14,15.22,18.04,8.87,3076
Metal,221.54,26.00,19.61,7.80,3057
Metal,336.00,18.87,20.78,6.50,3037
Metal,233.33,19.57,18.04,5.52,3062
Metal,288.00,10.00,19.61,5.68,3079
Metal,270.00,13.33,17.65,4.95,3072
Metal,221.54,26.00,19.61,4.66,3072
Metal,333.33,17.31,20.39,4.27,3076
Metal,225.00,17.78,17.65,3.75,3048
Metal,270.00,8.16,19.22,6.08,3060
Metal,282.86,15.22,18.04,5.70,3072
Metal,223.64,22.92,18.82,5.31,3055
Metal,337.50,15.38,20.39,5.78,3032
Metal,232.50,17.78,17.65,5.65,3045
Metal,252.00,10.00,19.61,6.52,3072
Metal,308.57,15.22,18.04,6.60,3048
Metal,230.00,24.49,19.22,6.29,3055
Metal,337.50,15.09,20.78,6.01,3056
Metal,232.50,17.78,17.65,5.57,3056
Metal,231.43,14.00,19.61,5.35,3076
Metal,320.00,18.75,18.82,5.71,3077
Metal,228.00,21.28,18.43,6.21,3064
Metal,334.29,13.46,20.39,8.04,3061
Metal,232.50,17.78,17.65,9.73,3088
Metal,232.50,16.00,19.61,8.22,3073
Metal,330.00,20.00,19.61,9.44,3055
Metal,233.33,19.57,18.04,9.45,3058
Metal,317.14,13.46,20.39,10.27,3076
Metal,225.00,17.78,17.65,13.63,3076
Metal,222.00,20.00,19.61,13.33,3064
Metal,330.00,19.61,20.00,15.36,3072
Metal,226.67,19.57,18.04,17.38,3082
Metal,317.14,13.46,20.39,14.99,3049
Metal,231.43,15.56,17.65,14.72,3056
Metal,218.18,22.00,19.61,14.06,574
Metal,336.00,19.23,20.39,12.10,805
Metal,225.00,17.78,17.65,10.17,3052
Metal,310.00,11.76,20.00,8.83,2499
Metal,240.00,13.33,17.65,7.46,0
Metal,216.92,26.00,19.61,6.82,0
Metal,336.00,18.87,20.78,7.13,0
Metal,232.50,17.78,17.65,7.79,0
Metal,288.00,10.00,19.61,9.50,0
Metal,260.00,13.33,17.65,8.44,0
Metal,220.00,24.49,19.22,11.38,0
Metal,336.00,18.87,20.78,11.11,0
Metal,225.00,17.78,17.65,10.90,0
Metal,276.00,10.00,19.61,10.62,0
Metal,282.86,15.22,18.04,10.63,0
Metal,230.00,24.49,19.22,9.66,0
Metal,330.00,15.38,20.39,9.10,3061
Metal,225.00,17.78,17.65,8.57,3072
Metal,260.00,12.00,19.61,7.12,3055
Metal,315.00,17.02,18.43,6.27,3072
Metal,229.09,22.92,18.82,8.22,3059
Metal,334.29,13.46,20.39,7.38,3102
Metal,233.33,19.57,18.04,6.13,3087
Metal,225.00,16.00,19.61,8.02,3087
Metal,318.00,20.41,19.22,7.49,3072
Metal,228.00,21.28,18.43,7.35,3073
Metal,315.00,15.38,20.39,8.40,3055
Metal,225.00,17.78,17.65,8.26,3060
Metal,222.00,20.00,19.61,7.97,3073
Metal,336.00,19.61,20.00,7.84,3056
Metal,226.67,19.57,18.04,6.71,3055
Metal,317.14,13.46,20.39,6.78,3087
Metal,240.00,15.56,17.65,5.74,3078
Metal,225.00,24.00,19.61,6.25,3058
Metal,336.00,19.23,20.39,6.07,3060
Metal,225.00,17.78,17.65,7.17,3053
Metal,300.00,10.00,19.61,9.25,3073
Metal,257.14,15.22,18.04,11.07,3074
Metal,221.54,26.00,19.61,12.42,3072
Metal,336.00,18.87,20.78,13.44,3060
Metal,225.00,17.78,17.65,15.02,3062
Metal,288.00,10.00,19.61,13.61,3059
Metal,274.29,15.22,18.04,12.95,3049
Metal,223.64,22.92,18.82,13.28,3050
Metal,340.00,16.98,20.78,17.91,3053
Metal,232.50,17.78,17.65,14.94,3123
Metal,264.00,10.00,19.61,14.64,3055
Metal,300.00,13.33,17.65,12.89,3119
Metal,229.09,22.92,18.82,10.52,3072
Metal,333.33,16.98,20.78,8.93,3057
Metal,225.00,17.78,17.65,7.87,3053
Metal,240.00,8.16,19.22,6.67,3082
Metal,307.50,17.02,18.43,7.31,3076
Metal,234.55,22.92,18.82,7.92,3054
Metal,326.67,16.98,20.78,8.65,3087
Metal,226.67,19.57,18.04,7.87,3085
Metal,240.00,12.00,19.61,8.15,3052
Metal,326.67,18.37,19.22,11.71,3072
Metal,226.67,19.57,18.04,11.02,3072
Metal,330.00,15.09,20.78,10.09,3044
Metal,232.50,17.78,17.65,10.80,3061
Metal,231.43,14.29,19.22,9.17,3060
Metal,332.73,21.57,20.00,7.81,3072
Metal,233.33,19.57,18.04,6.70,3072
Metal,320.00,11.54,20.39,7.63,3056
Metal,225.00,17.78,17.65,8.05,3055
Metal,222.00,20.00,19.61,8.59,3025
Metal,330.00,19.61,20.00,9.95,3055
Metal,233.33,19.57,18.04,8.27,3053
Metal,317.14,13.46,20.39,7.24,3061
Metal,232.50,17.39,18.04,7.17,3081
Metal,218.18,22.00,19.61,6.69,3060
Metal,338.18,20.75,20.78,6.60,3080
Metal,226.67,19.57,18.04,7.37,3086
Metal,312.00,9.80,20.00,6.56,3058
Metal,240.00,13.33,17.65,5.78,3057
Metal,215.00,24.49,19.22,4.84,3054
Metal,342.00,18.87,20.78,5.94,3072
Metal,225.00,17.78,17.65,5.55,3056
Metal,288.00,10.00,19.61,4.88,3060
Metal,265.71,15.22,18.04,4.17,3056
Metal,225.00,24.49,19.22,3.59,3097
Metal,336.00,18.87,20.78,3.35,3059
Metal,233.33,19.57,18.04,3.77,3072
Metal,276.00,10.00,19.61,4.22,3082
Metal,274.29,15.22,18.04,6.36,3039
Metal,223.64,22.92,18.82,8.25,3060
Metal,333.33,16.98,20.78,9.09,3072
Metal,225.00,17.78,17.65,11.19,3061
Metal,276.00,10.00,19.61,9.83,3072
Metal,300.00,13.33,17.65,10.42,3060
Metal,223.64,22.92,18.82,10.10,3085
Metal,333.33,16.98,20.78,8.32,3072
Metal,225.00,17.78,17.65,6.90,3074
Metal,252.00,10.00,19.61,7.02,3076
Metal,300.00,13.33,17.65,5.87,3074
Metal,229.09,22.92,18.82,5.09,3082
Metal,333.33,16.98,20.78,4.38,3057
Metal,232.50,17.78,17.65,3.60,3084
Metal,264.00,10.20,19.22,3.23,3059
Metal,315.00,17.02,18.43,2.87,3056
Metal,229.09,22.92,18.82,3.54,3061
Metal,325.71,13.46,20.39,5.54,3064
Metal,232.50,17.78,17.65,5.46,3088
Metal,231.43,14.00,19.61,10.87,3064
Metal,322.50,16.67,18.82,11.00,272
Metal,228.00,21.28,18.43,9.70,0
Metal,330.00,15.09,20.78,8.32,0
Metal,226.67,19.57,18.04,8.73,3057
Metal,231.43,14.00,19.61,7.74,3092
Metal,326.67,18.37,19.22,7.07,3082
Metal,228.00,21.28,18.43,7.75,3055
Metal,325.71,13.46,20.39,6.98,3074
Metal,225.00,17.78,17.65,6.39,3072
Metal,220.00,18.00,19.61,5.26,3052
Metal,332.73,21.57,20.00,4.90,3062
Metal,226.67,19.57,18.04,4.42,825
Metal,325.71,13.46,20.39,4.62,0
Metal,231.43,15.56,17.65,4.00,0
Metal,216.00,20.41,19.22,3.82,0
Metal,332.73,21.15,20.39,4.43,0
Metal,226.67,19.57,18.04,4.70,0
Metal,310.00,11.76,20.00,5.09,0
Metal,232.50,17.39,18.04,5.34,3062
Metal,223.64,22.00,19.61,5.02,3061
Metal,336.00,19.23,20.39,4.78,3029
Metal,233.33,19.57,18.04,5.15,3084
Metal,320.00,11.76,20.00,6.49,3074
Metal,248.57,15.56,17.65,9.16,3039
Metal,216.92,26.00,19.61,8.25,3072
Metal,338.18,20.75,20.78,7.29,3058
Metal,232.50,17.78,17.65,7.41,3072
Metal,310.00,11.76,20.00,7.65,3075
Metal,257.14,15.56,17.65,7.10,3072
Metal,221.54,26.00,19.61,5.83,3297
Metal,342.00,18.87,20.78,5.93,0
Metal,232.50,17.78,17.65,4.95,0
Metal,300.00,10.00,19.61,4.70,0
Metal,260.00,13.33,17.65,5.19,0
Metal,220.00,24.49,19.22,4.67,0
Metal,336.00,18.87,20.78,8.46,0
Metal,225.00,17.78,17.65,9.57,0
Metal,288.00,10.00,19.61,9.80,0
Metal,270.00,13.33,17.65,10.06,0
Metal,220.00,24.49,19.22,9.72,0
Metal,336.00,18.87,20.78,9.10,0
Metal,232.50,17.78,17.65,8.54,0
Metal,288.00,10.00,19.61,7.51,3064
Metal,270.00,13.33,17.65,7.16,3087
Metal,218.18,22.92,18.82,8.43,3075
Metal,336.00,18.87,20.78,8.47,3072
Metal,225.00,17.78,17.65,7.68,3053
Metal,264.00,10.00,19.61,6.95,3062
Metal,290.00,13.33,17.65,5.95,3073
Metal,223.64,22.92,18.82,5.48,3081
Metal,330.00,15.38,20.39,5.47,3072
Metal,232.50,17.78,17.65,4.64,3086
Metal,260.00,6.25,18.82,4.11,3077
Metal,308.57,15.22,18.04,3.59,3072
Metal,229.09,22.92,18.82,4.88,3087
Metal,330.00,15.38,20.39,4.18,3051
Metal,225.00,17.78,17.65,4.39,3072
Metal,250.00,12.00,19.61,4.01,3091
Metal,307.50,17.02,18.43,3.82,3073
Metal,228.00,21.28,18.43,3.83,3062
Metal,322.50,15.38,20.39,3.73,3077
Metal,225.00,17.78,17.65,3.59,3087
Metal,240.00,12.00,19.61,3.90,3072
Metal,322.50,16.67,18.82,4.32,3058
Metal,228.00,21.28,18.43,3.79,3081
Metal,325.71,13.46,20.39,4.76,3072
Metal,225.00,17.78,17.65,4.27,3058
Metal,225.00,16.00,19.61,4.47,3072
Metal,330.00,20.00,19.61,4.86,3092
Metal,228.00,21.28,18.43,5.34,3072
Metal,317.14,13.46,20.39,5.02,3058
Metal,225.00,17.78,17.65,4.70,3057
Metal,222.00,20.00,19.61,4.22,3058
Metal,330.00,19.61,20.00,4.58,3072
Metal,226.67,19.57,18.04,5.35,3081
Metal,317.14,13.46,20.39,4.84,3061
Metal,232.50,17.78,17.65,4.70,3062
Metal,223.64,22.00,19.61,4.51,3062
Metal,332.73,21.15,20.39,4.69,3032
Metal,233.33,19.57,18.04,4.56,3074
Metal,310.00,11.76,20.00,3.95,3058
Metal,248.57,15.56,17.65,3.79,3080
Metal,215.00,24.49,19.22,4.17,3072
Metal,190.29,24.14,56.86,1.53,3044
Metal,165.00,7.84,60.00,2.31,3048
Metal,165.00,7.79,60.39,2.82,3050
Metal,162.00,6.49,60.39,3.07,3048
Metal,183.75,10.74,58.43,3.13,3052
Metal,186.00,20.69,56.86,7.12,3051
Metal,190.91,22.76,56.86,6.77,3048
Metal,190.59,23.45,56.86,5.78,3046
Metal,190.59,23.45,56.86,5.64,3049
Metal,186.86,24.14,56.86,5.84,3044
Metal,170.53,12.75,58.43,5.04,3048
Metal,165.00,7.79,60.39,5.26,3049
Metal,165.00,7.79,60.39,4.92,3054
Metal,168.00,6.54,60.00,4.88,3048
Metal,174.29,14.19,58.04,4.95,3049
Metal,187.27,22.76,56.86,6.36,3046
Metal,190.59,23.45,56.86,6.51,3049
Metal,190.59,23.45,56.86,6.88,3052
Metal,186.21,20.00,56.86,7.16,3052
Metal,168.00,10.07,58.43,7.05,3046
Metal,165.00,7.79,60.39,6.93,3048
Metal,165.00,7.79,60.39,5.94,3048
Metal,165.00,7.84,60.00,6.74,3048
Metal,174.55,14.97,57.65,6.36,3048
Metal,190.59,23.45,56.86,7.04,3050
Metal,190.29,24.14,56.86,6.24,3049
Metal,190.59,23.45,56.86,5.46,3048
Metal,175.71,9.40,58.43,4.62,3048
Metal,165.00,7.79,60.39,4.77,3049
Metal,163.64,7.14,60.39,4.33,3050
Metal,169.09,7.28,59.22,3.94,3050
Metal,182.61,15.86,56.86,4.06,3049
