CLASSE,Hue,Saturation,Value,Vibration,Metal
Tecido,354.25,100.00,65.49,1.56,0
Tecido,354.00,100.00,62.75,1.79,0
Tecido,353.86,100.00,65.10,1.95,0
Tecido,354.04,100.00,63.14,1.81,0
Tecido,353.62,100.00,62.75,1.59,0
Tecido,354.25,100.00,65.49,1.79,0
Tecido,354.00,100.00,62.75,1.54,0
Tecido,353.78,100.00,64.31,1.61,0
Tecido,354.25,100.00,65.49,1.48,0
Tecido,354.00,100.00,62.75,1.61,0
Tecido,353.89,100.00,65.49,1.67,0
Tecido,354.00,100.00,62.75,2.01,0
Tecido,353.66,100.00,63.14,1.99,0
Tecido,354.25,100.00,65.49,1.69,0
Tecido,354.00,100.00,62.75,1.55,0
Tecido,353.89,100.00,65.49,1.55,0
Tecido,354.00,100.00,62.75,1.71,0
Tecido,353.62,100.00,62.75,2.10,0
Tecido,354.25,100.00,65.49,1.92,0
Tecido,354.00,100.00,62.75,1.72,0
Tecido,353.89,100.00,65.49,1.67,0
Tecido,354.04,100.00,63.14,1.61,0
Tecido,353.62,100.00,62.75,1.43,0
Tecido,354.25,100.00,65.49,1.39,0
Tecido,354.00,100.00,62.75,1.33,0
Tecido,353.89,100.00,65.49,1.41,0
Tecido,354.07,100.00,63.53,1.43,0
Tecido,353.62,100.00,62.75,1.34,0
Tecido,354.25,100.00,65.49,1.38,0
Tecido,354.04,100.00,63.14,1.54,0
Tecido,353.89,100.00,65.49,1.47,0
Tecido,354.55,100.00,64.71,1.47,0
Tecido,353.62,100.00,62.75,1.32,0
Tecido,353.89,100.00,65.49,1.31,0
Tecido,354.00,100.00,62.75,1.44,0
Tecido,353.74,100.00,63.92,1.44,0
Tecido,354.22,100.00,65.10,1.56,0
Tecido,353.62,100.00,62.75,1.51,0
Tecido,354.25,100.00,65.49,1.57,0
Tecido,354.00,100.00,62.75,1.66,0
Tecido,353.66,100.00,63.14,1.65,0
Tecido,354.25,100.00,65.49,1.96,0
Tecido,354.00,100.00,62.75,1.64,0
Tecido,353.89,100.00,65.49,1.54,0
Tecido,354.00,100.00,62.75,1.56,0
Tecido,353.62,100.00,62.75,1.56,0
Tecido,354.25,100.00,65.49,1.42,0
Tecido,354.00,100.00,62.75,1.36,0
Tecido,353.89,100.00,65.49,1.41,0
Tecido,354.04,100.00,63.14,1.38,0
Tecido,353.62,100.00,62.75,1.44,0
Tecido,354.25,100.00,65.49,1.65,0
Tecido,354.00,100.00,62.75,1.43,0
Tecido,353.89,100.00,65.49,1.45,0
Tecido,354.11,100.00,63.92,1.36,0
Tecido,353.62,100.00,62.75,1.28,0
Tecido,354.25,100.00,65.49,1.55,0
Tecido,354.00,100.00,62.75,1.62,0
Tecido,353.78,100.00,64.31,2.14,0
Tecido,354.22,100.00,65.10,2.10,0
Tecido,353.62,100.00,62.75,1.81,0
Tecido,354.25,100.00,65.49,1.75,0
Tecido,354.00,100.00,62.75,1.77,0
Tecido,353.66,100.00,63.14,1.46,0
Tecido,354.22,100.00,65.10,1.60,0
Tecido,353.62,100.00,62.75,1.57,0
Tecido,354.25,100.00,65.49,1.63,0
Tecido,354.00,100.00,62.75,1.51,0
Tecido,353.66,100.00,63.14,1.50,0
Tecido,354.25,100.00,65.49,1.41,0
Tecido,353.62,100.00,62.75,1.54,0
Tecido,353.89,100.00,65.49,1.31,0
Tecido,354.00,100.00,62.75,1.65,0
Tecido,353.62,100.00,62.75,1.51,0
Tecido,354.25,100.00,65.49,1.54,0
Tecido,354.00,100.00,62.75,1.45,0
Tecido,353.89,100.00,65.49,1.37,0
Tecido,354.00,100.00,62.75,1.36,0
Tecido,353.62,100.00,62.75,1.26,0
Tecido,354.25,100.00,65.49,1.63,0
Tecido,354.00,100.00,62.75,1.65,0
Tecido,353.86,100.00,65.10,1.62,0
Tecido,354.04,100.00,63.14,1.72,0
Tecido,353.62,100.00,62.75,1.78,0
Tecido,354.25,100.00,65.49,1.64,0
Tecido,354.00,100.00,62.75,1.48,0
Tecido,353.86,100.00,65.10,1.70,0
Tecido,354.18,100.00,64.71,1.56,0
Tecido,353.62,100.00,62.75,1.61,0
Tecido,354.25,100.00,65.49,1.66,0
Tecido,354.00,100.00,62.75,1.69,0
Tecido,353.82,100.00,64.71,1.57,0
Tecido,354.18,100.00,64.71,1.68,0
Tecido,353.62,100.00,62.75,1.58,0
Tecido,353.89,100.00,65.49,1.34,0
Tecido,354.04,100.00,63.14,1.29,0
Tecido,353.41,100.00,64.31,1.44,0
Tecido,354.25,100.00,65.49,1.36,0
Tecido,353.74,100.00,63.92,1.39,0
Tecido,353.89,100.00,65.49,1.33,0
Tecido,354.00,100.00,62.75,1.61,0
Tecido,353.25,100.00,62.75,1.70,0
Tecido,354.25,100.00,65.49,1.90,0
Tecido,353.66,100.00,63.14,1.87,0
Tecido,353.89,100.00,65.49,1.72,0
Tecido,354.04,100.00,63.14,1.47,0
Tecido,353.66,100.00,63.14,1.70,0
Tecido,354.25,100.00,65.49,1.73,0
Tecido,353.66,100.00,63.14,1.78,0
Tecido,353.89,100.00,65.49,1.72,0
Tecido,354.04,100.00,63.14,1.63,0
Tecido,353.25,100.00,62.75,1.66,0
Tecido,354.25,100.00,65.49,1.44,0
Tecido,354.04,100.00,63.14,1.82,0
Tecido,353.89,100.00,65.49,1.62,0
Tecido,354.18,100.00,64.71,1.40,0
Tecido,353.29,100.00,63.14,1.36,0
Tecido,353.89,100.00,65.49,1.35,0
Tecido,353.70,100.00,63.53,1.21,0
Tecido,353.53,100.00,65.49,1.39,0
Tecido,354.25,100.00,65.49,1.69,0
Tecido,353.74,100.00,63.92,1.53,0
Tecido,354.00,100.00,66.67,1.71,0
Tecido,353.74,100.00,63.92,1.64,0
Tecido,353.49,100.00,65.10,1.71,0
Tecido,353.89,100.00,65.49,1.66,0
Tecido,353.66,100.00,63.14,1.48,0
Tecido,354.10,100.00,67.84,1.49,0
Tecido,354.11,100.00,63.92,1.75,0
Tecido,353.41,100.00,64.31,1.71,0
Tecido,354.32,100.00,66.27,1.90,0
Tecido,353.66,100.00,63.14,1.97,0
Tecido,353.96,100.00,66.27,1.75,0
Tecido,354.15,100.00,64.31,1.68,0
Tecido,353.66,100.00,63.14,1.60,0
Tecido,354.42,100.00,67.45,1.39,0
Tecido,353.70,100.00,63.53,1.37,0
Tecido,353.61,100.00,66.27,1.28,0
Tecido,354.11,100.00,63.92,1.41,0
Tecido,353.33,100.00,63.53,1.52,0
Tecido,354.00,100.00,66.67,1.52,0
Tecido,353.70,100.00,63.53,1.78,0
Tecido,353.57,100.00,65.88,1.60,0
Tecido,353.86,100.00,65.10,1.56,0
Tecido,353.78,100.00,64.31,1.40,0
Tecido,353.93,100.00,65.88,1.39,0
Tecido,353.78,100.00,64.31,1.45,0
Tecido,353.53,100.00,65.49,1.58,0
Tecido,353.89,100.00,65.49,1.58,0
Tecido,353.33,100.00,63.53,1.45,0
Tecido,353.96,100.00,66.27,1.54,0
Tecido,354.11,100.00,63.92,1.50,0
Tecido,353.53,100.00,65.49,1.30,0
Tecido,354.25,100.00,65.49,1.38,0
Tecido,353.70,100.00,63.53,1.43,0
Tecido,354.07,100.00,67.45,1.27,0
Tecido,353.70,100.00,63.53,1.47,0
Tecido,353.53,100.00,65.49,1.47,0
Tecido,353.89,100.00,65.49,1.37,0
Tecido,353.70,100.00,63.53,1.39,0
Tecido,354.07,100.00,67.45,1.55,0
Tecido,353.82,100.00,64.71,1.45,0
Tecido,353.53,100.00,65.49,1.26,0
Tecido,353.93,100.00,65.88,1.35,0
Tecido,353.86,100.00,65.10,1.33,0
Tecido,354.10,100.00,67.84,1.46,0
Tecido,353.89,100.00,65.49,1.43,0
Tecido,353.49,100.00,65.10,1.65,0
Tecido,354.10,100.00,67.84,1.55,0
Tecido,353.78,100.00,64.31,1.71,0
Tecido,353.61,100.00,66.27,1.52,0
Tecido,353.86,100.00,65.10,1.59,0
Tecido,353.45,100.00,64.71,1.58,0
Tecido,354.04,100.00,67.06,1.40,0
Tecido,353.78,100.00,64.31,1.77,0
Tecido,353.53,100.00,65.49,1.59,0
Tecido,353.82,100.00,64.71,1.72,0
Tecido,353.29,100.00,63.14,1.46,0
Tecido,354.00,100.00,66.67,1.31,0
Tecido,354.07,100.00,63.53,1.37,0
Tecido,353.53,100.00,65.49,1.30,0
Tecido,354.25,100.00,65.49,1.32,0
Tecido,353.41,100.00,64.31,1.56,0
Tecido,354.00,100.00,66.67,1.58,0
Tecido,353.74,100.00,63.92,1.42,0
Tecido,353.53,100.00,65.49,1.40,0
Tecido,354.25,100.00,65.49,1.20,0
Tecido,353.74,100.00,63.92,1.40,0
Tecido,353.96,100.00,66.27,1.33,0
Tecido,354.15,100.00,64.31,1.19,0
Tecido,353.53,100.00,65.49,1.20,0
Tecido,353.89,100.00,65.49,1.37,0
Tecido,353.74,100.00,63.92,1.33,0
Tecido,354.04,100.00,67.06,1.17,0
Tecido,354.04,100.00,63.14,1.22,0
Tecido,353.45,100.00,64.71,1.18,0
Tecido,354.25,100.00,65.49,1.16,0
Tecido,353.70,100.00,63.53,1.37,0
Tecido,354.04,100.00,67.06,1.43,0
Tecido,354.04,100.00,63.14,1.44,0
Tecido,353.78,100.00,64.31,1.67,0
Tecido,354.25,100.00,65.49,1.68,0
Tecido,353.66,100.00,63.14,1.43,0
Tecido,353.89,100.00,65.49,1.62,0
Tecido,354.04,100.00,63.14,1.57,0
Tecido,353.33,100.00,63.53,1.66,0
Tecido,353.93,100.00,65.88,1.88,0
Tecido,353.66,100.00,63.14,2.00,0
Tecido,353.93,100.00,65.88,1.82,0
Tecido,353.86,100.00,65.10,1.81,0
Tecido,353.45,100.00,64.71,1.60,0
Tecido,354.14,100.00,68.24,1.72,0
Tecido,353.89,100.00,65.49,1.48,0
Tecido,353.57,100.00,65.88,1.30,0
Tecido,353.89,100.00,65.49,1.29,0
Tecido,353.41,100.00,64.31,1.35,0
Tecido,354.14,100.00,68.24,1.39,0
Tecido,353.86,100.00,65.10,1.39,0
Tecido,353.53,100.00,65.49,1.45,0
Tecido,353.89,100.00,65.49,1.65,0
Tecido,353.86,100.00,65.10,1.52,0
Tecido,353.96,100.00,66.27,1.68,0
Tecido,353.89,100.00,65.49,1.45,0
Tecido,353.53,100.00,65.49,1.37,0
Tecido,354.25,100.00,65.49,1.57,0
Tecido,353.70,100.00,63.53,1.70,0
Tecido,353.96,100.00,66.27,1.59,0
Tecido,354.11,100.00,63.92,1.81,0
Tecido,353.45,100.00,64.71,1.69,0
Tecido,353.93,100.00,65.88,1.70,0
Tecido,353.78,100.00,64.31,1.64,0
Tecido,353.61,100.00,66.27,1.76,0
Tecido,353.89,100.00,65.49,1.64,0
Tecido,353.41,100.00,64.31,1.54,0
Tecido,354.07,100.00,67.45,1.50,0
Tecido,353.82,100.00,64.71,1.44,0
Tecido,353.65,100.00,66.67,1.44,0
Tecido,353.89,100.00,65.49,1.35,0
Tecido,353.49,100.00,65.10,1.44,0
Tecido,354.10,100.00,67.84,1.27,0
Tecido,353.82,100.00,64.71,1.44,0
Tecido,353.53,100.00,65.49,1.42,0
Tecido,353.89,100.00,65.49,1.54,0
Tecido,353.74,100.00,63.92,1.67,0
Tecido,354.04,100.00,67.06,1.82,0
Tecido,353.62,100.00,62.75,1.72,0
Tecido,353.53,100.00,65.49,1.97,0
Tecido,354.25,100.00,65.49,1.68,0
Tecido,353.66,100.00,63.14,1.61,0
Tecido,354.10,100.00,67.84,1.58,0
Tecido,354.04,100.00,63.14,1.58,0
Tecido,353.89,100.00,65.49,1.61,0
Tecido,354.25,100.00,65.49,1.49,0
Tecido,353.66,100.00,63.14,1.68,0
Tecido,354.07,100.00,67.45,1.73,0
Tecido,354.07,100.00,63.53,1.61,0
Tecido,353.37,100.00,63.92,1.53,0
Tecido,353.93,100.00,65.88,1.88,0
Tecido,353.78,100.00,64.31,1.94,0
Tecido,353.68,100.00,67.06,1.79,0
Tecido,353.86,100.00,65.10,1.65,0
Tecido,353.53,100.00,65.49,1.60,0
Tecido,354.10,100.00,67.84,1.75,0
Tecido,353.82,100.00,64.71,1.77,0
Tecido,353.57,100.00,65.88,1.83,0
Tecido,353.86,100.00,65.10,1.75,0
Tecido,353.41,100.00,64.31,1.80,0
Tecido,353.96,100.00,66.27,1.67,0
Tecido,354.15,100.00,64.31,1.77,0
Tecido,353.53,100.00,65.49,1.93,0
Tecido,354.25,100.00,65.49,2.03,0
Tecido,353.70,100.00,63.53,2.27,0
Tecido,353.96,100.00,66.27,2.04,0
Tecido,354.11,100.00,63.92,1.85,0
Tecido,353.53,100.00,65.49,1.55,0
Tecido,354.25,100.00,65.49,1.47,0
Tecido,353.66,100.00,63.14,1.30,0
Tecido,354.04,100.00,67.06,1.26,0
Tecido,353.70,100.00,63.53,1.29,0
Tecido,353.53,100.00,65.49,1.31,0
Tecido,354.29,100.00,65.88,1.23,0
Tecido,353.78,100.00,64.31,1.18,0
Tecido,353.93,100.00,65.88,1.16,0
Tecido,353.78,100.00,64.31,1.17,0
Tecido,353.53,100.00,65.49,1.05,0
Tecido,354.07,100.00,67.45,1.27,0
Tecido,353.86,100.00,65.10,1.42,0
Tecido,353.65,100.00,66.67,1.52,0
Tecido,353.86,100.00,65.10,1.50,0
Tecido,353.49,100.00,65.10,1.38,0
Tecido,353.89,100.00,65.49,1.41,0
Tecido,353.66,100.00,63.14,1.66,0
Tecido,353.53,100.00,65.49,1.65,0
Tecido,353.89,100.00,65.49,1.70,0
Tecido,353.66,100.00,63.14,1.74,0
Tecido,354.00,100.00,66.67,1.64,0
Tecido,353.78,100.00,64.31,1.65,0
Tecido,353.53,100.00,65.49,1.56,0
Tecido,354.25,100.00,65.49,1.53,0
Tecido,353.78,100.00,64.31,1.53,0
Tecido,354.00,100.00,66.67,1.51,0
Tecido,353.66,100.00,63.14,1.41,0
Tecido,353.53,100.00,65.49,1.22,0
Tecido,353.89,100.00,65.49,1.19,0
Tecido,353.86,100.00,65.10,1.05,0
Tecido,354.10,100.00,67.84,1.58,0
Tecido,353.86,100.00,65.10,1.72,0
Tecido,353.53,100.00,65.49,1.81,0
Tecido,354.04,100.00,67.06,1.94,0
Tecido,353.78,100.00,64.31,1.76,0
Tecido,354.04,100.00,67.06,1.72,0
Tecido,353.86,100.00,65.10,2.17,0
Tecido,353.45,100.00,64.71,2.28,0
Tecido,354.04,100.00,67.06,2.12,0
Tecido,353.82,100.00,64.71,2.23,0
Tecido,353.93,100.00,65.88,2.29,0
Tecido,353.82,100.00,64.71,1.93,0
Tecido,353.33,100.00,63.53,1.73,0
Tecido,354.00,100.00,66.67,1.81,0
Tecido,353.74,100.00,63.92,1.71,0
Tecido,353.53,100.00,65.49,1.55,0
Tecido,354.22,100.00,65.10,1.63,0
Tecido,353.33,100.00,63.53,1.58,0
Tecido,354.07,100.00,67.45,1.38,0
Tecido,353.66,100.00,63.14,1.53,0
Tecido,353.53,100.00,65.49,1.83,0
Tecido,353.89,100.00,65.49,1.57,0
Tecido,353.45,100.00,64.71,1.36,0
Tecido,354.07,100.00,67.45,1.48,0
Tecido,353.82,100.00,64.71,1.28,0
Tecido,353.57,100.00,65.88,1.40,0
Tecido,353.93,100.00,65.88,1.28,0
Tecido,353.86,100.00,65.10,1.41,0
Tecido,354.10,100.00,67.84,1.47,0
Tecido,353.82,100.00,64.71,1.68,0
Tecido,353.89,100.00,65.49,1.52,0
Tecido,354.25,100.00,65.49,1.48,0
Tecido,353.74,100.00,63.92,1.67,0
Tecido,354.00,100.00,66.67,1.71,0
Tecido,353.66,100.00,63.14,1.56,0
Tecido,353.41,100.00,64.31,1.55,0
Tecido,354.32,100.00,66.27,1.64,0
Tecido,353.74,100.00,63.92,1.84,0
Tecido,353.96,100.00,66.27,1.99,0
Tecido,353.86,100.00,65.10,1.92,0
Tecido,353.41,100.00,64.31,2.13,0
Tecido,354.04,100.00,67.06,2.27,0
Tecido,353.89,100.00,65.49,2.05,0
Tecido,353.57,100.00,65.88,1.80,0
Tecido,353.89,100.00,65.49,1.77,0
Tecido,353.53,100.00,65.49,1.76,0
Tecido,354.14,100.00,68.24,1.66,0
Tecido,353.89,100.00,65.49,1.48,0
Tecido,353.76,100.00,67.84,1.41,0
Tecido,353.89,100.00,65.49,1.46,0
Tecido,353.53,100.00,65.49,1.54,0
Tecido,353.79,100.00,68.24,1.50,0
Tecido,353.89,100.00,65.49,1.39,0
Tecido,353.53,100.00,65.49,1.36,0
Tecido,353.89,100.00,65.49,1.36,0
Tecido,353.53,100.00,65.49,1.31,0
Tecido,354.10,100.00,67.84,1.24,0
Tecido,354.22,100.00,65.10,1.17,0
Tecido,353.53,100.00,65.49,1.39,0
Tecido,353.93,100.00,65.88,1.27,0
Tecido,353.86,100.00,65.10,1.36,0
Tecido,354.14,100.00,68.24,1.69,0
Tecido,353.89,100.00,65.49,1.51,0
Tecido,353.49,100.00,65.10,1.35,0
Tecido,354.10,100.00,67.84,1.37,0
Tecido,174.00,56.60,20.78,0.97,0
Tecido,172.26,57.41,21.18,1.87,0
Tecido,172.26,57.41,21.18,2.36,0
Tecido,172.00,55.56,21.18,2.91,0
Tecido,172.26,57.41,21.18,3.29,0
Tecido,170.00,55.56,21.18,3.73,0
Tecido,172.26,57.41,21.18,4.05,0
Tecido,172.26,57.41,21.18,4.41,0
Tecido,172.00,55.56,21.18,4.47,0
Tecido,172.26,57.41,21.18,4.68,0
Tecido,172.00,55.56,21.18,4.33,0
Tecido,170.62,58.18,21.57,4.28,0
Tecido,173.79,55.77,20.39,4.03,0
Tecido,173.79,55.77,20.39,3.78,0
Tecido,175.86,55.77,20.39,3.66,0
Tecido,172.00,55.56,21.18,3.46,0
Tecido,174.00,57.69,20.39,3.43,0
Tecido,174.00,56.60,20.78,3.31,0
Tecido,172.00,55.56,21.18,3.01,0
Tecido,172.00,56.60,20.78,2.69,0
Tecido,174.00,56.60,20.78,2.53,0
Tecido,174.00,56.60,20.78,2.72,0
Tecido,172.26,57.41,21.18,2.86,0
Tecido,172.00,55.56,21.18,3.00,0
Tecido,172.26,57.41,21.18,2.70,0
Tecido,172.00,55.56,21.18,2.71,0
Tecido,172.26,57.41,21.18,2.39,0
Tecido,172.26,57.41,21.18,3.53,0
Tecido,170.00,54.55,21.57,4.50,0
Tecido,172.26,57.41,21.18,3.90,0
Tecido,170.62,57.14,21.96,3.22,0
Tecido,170.32,56.36,21.57,2.86,0
Tecido,172.50,57.14,21.96,3.16,0
Tecido,168.75,55.17,22.75,3.38,0
Tecido,169.41,58.62,22.75,3.79,0
Tecido,169.09,56.90,22.75,3.67,0
Tecido,170.32,55.36,21.96,3.19,0
Tecido,172.50,57.14,21.96,2.78,0
Tecido,172.26,55.36,21.96,3.40,0
Tecido,172.50,58.18,21.57,3.78,0
Tecido,172.50,57.14,21.96,4.01,0
Tecido,172.26,55.36,21.96,3.64,0
Tecido,170.62,57.14,21.96,4.92,0
Tecido,170.32,55.36,21.96,4.71,0
Tecido,172.50,57.14,21.96,5.15,0
Tecido,172.50,57.14,21.96,5.41,0
Tecido,170.62,56.14,22.35,5.37,0
Tecido,172.50,57.14,21.96,4.66,0
Tecido,172.26,55.36,21.96,5.96,0
Tecido,172.26,56.36,21.57,5.42,0
Tecido,172.50,57.14,21.96,4.81,0
Tecido,170.62,55.17,22.75,4.52,0
Tecido,172.50,57.14,21.96,4.06,0
Tecido,169.09,56.90,22.75,4.78,0
Tecido,172.50,57.14,21.96,4.39,0
Tecido,172.50,57.14,21.96,4.87,0
Tecido,170.32,54.39,22.35,4.17,0
Tecido,172.50,57.14,21.96,4.60,0
Tecido,172.26,55.36,21.96,4.82,0
Tecido,170.62,56.14,22.35,5.50,0
Tecido,170.62,56.14,22.35,5.54,0
Tecido,168.39,53.45,22.75,5.70,0
Tecido,169.09,56.90,22.75,4.92,0
Tecido,170.62,55.17,22.75,4.60,0
Tecido,168.75,55.17,22.75,4.18,0
Tecido,172.73,56.90,22.75,4.71,0
Tecido,172.26,53.45,22.75,4.04,0
Tecido,170.91,56.90,22.75,3.65,0
Tecido,172.50,55.17,22.75,3.24,0
Tecido,172.50,55.17,22.75,2.80,0
Tecido,172.73,56.90,22.75,3.17,0
Tecido,170.62,54.24,23.14,3.42,0
Tecido,171.18,57.63,23.14,3.98,0
Tecido,169.41,56.67,23.53,5.33,0
Tecido,170.62,54.24,23.14,4.33,0
Tecido,170.91,55.93,23.14,4.06,0
Tecido,172.73,55.00,23.53,4.41,0
Tecido,172.50,55.17,22.75,4.02,0
Tecido,170.91,55.93,23.14,3.48,0
Tecido,170.62,54.24,23.14,2.99,0
Tecido,172.73,56.90,22.75,3.06,0
Tecido,170.62,54.24,23.14,3.08,0
Tecido,172.73,56.90,22.75,3.95,0
Tecido,172.73,56.90,22.75,4.53,0
Tecido,172.26,53.45,22.75,5.25,0
Tecido,172.73,56.90,22.75,6.61,0
Tecido,172.26,53.45,22.75,6.28,0
Tecido,169.71,58.33,23.53,5.58,0
Tecido,170.91,56.90,22.75,5.20,0
Tecido,172.26,53.45,22.75,5.01,0
Tecido,170.91,56.90,22.75,4.91,0
Tecido,172.26,53.45,22.75,4.70,0
Tecido,170.91,56.90,22.75,4.84,0
Tecido,172.73,56.90,22.75,4.06,0
Tecido,172.26,53.45,22.75,4.18,0
Tecido,171.18,57.63,23.14,3.99,0
Tecido,172.50,55.17,22.75,3.44,0
Tecido,172.73,56.90,22.75,3.35,0
Tecido,172.73,56.90,22.75,3.11,0
Tecido,172.26,53.45,22.75,3.12,0
Tecido,170.91,56.90,22.75,2.84,0
Tecido,172.50,55.17,22.75,4.06,0
Tecido,172.73,56.90,22.75,3.71,0
Tecido,172.73,56.90,22.75,3.55,0
Tecido,172.26,53.45,22.75,3.22,0
Tecido,172.73,56.90,22.75,3.46,0
Tecido,172.50,55.17,22.75,3.28,0
Tecido,170.62,55.17,22.75,3.20,0
Tecido,170.91,56.90,22.75,3.55,0
Tecido,172.26,53.45,22.75,5.19,0
Tecido,170.91,56.90,22.75,5.11,0
Tecido,170.91,56.90,22.75,4.82,0
Tecido,170.62,55.17,22.75,5.17,0
Tecido,170.91,56.90,22.75,5.17,0
Tecido,172.26,53.45,22.75,4.52,0
Tecido,169.09,56.90,22.75,4.13,0
Tecido,170.91,56.90,22.75,3.79,0
Tecido,168.39,53.45,22.75,4.38,0
Tecido,170.91,56.90,22.75,4.23,0
Tecido,170.62,55.17,22.75,4.44,0
Tecido,170.91,56.90,22.75,5.06,0
Tecido,172.73,56.90,22.75,4.39,0
Tecido,168.39,53.45,22.75,3.73,0
Tecido,170.91,56.90,22.75,3.28,0
Tecido,172.50,55.17,22.75,2.92,0
Tecido,170.91,56.90,22.75,2.63,0
Tecido,170.91,56.90,22.75,2.49,0
Tecido,172.26,53.45,22.75,3.54,0
Tecido,172.73,56.90,22.75,3.32,0
Tecido,172.50,55.17,22.75,3.92,0
Tecido,172.50,55.17,22.75,5.03,0
Tecido,170.91,56.90,22.75,4.52,0
Tecido,172.26,53.45,22.75,3.77,0
Tecido,170.91,56.90,22.75,3.39,0
Tecido,172.50,55.17,22.75,3.03,0
Tecido,170.62,55.17,22.75,3.17,0
Tecido,170.91,56.90,22.75,2.99,0
Tecido,172.26,53.45,22.75,3.52,0
Tecido,170.91,56.90,22.75,4.29,0
Tecido,172.50,55.17,22.75,4.65,0
Tecido,170.62,55.17,22.75,4.53,0
Tecido,170.91,56.90,22.75,4.53,0
Tecido,172.26,53.45,22.75,5.42,0
Tecido,170.91,56.90,22.75,5.79,0
Tecido,172.73,56.90,22.75,4.94,0
Tecido,172.26,53.45,22.75,4.53,0
Tecido,172.73,56.90,22.75,3.91,0
Tecido,172.50,55.17,22.75,3.56,0
Tecido,172.73,56.90,22.75,3.27,0
Tecido,172.73,56.90,22.75,3.25,0
Tecido,172.26,53.45,22.75,2.91,0
Tecido,170.91,56.90,22.75,3.18,0
Tecido,172.50,55.17,22.75,3.13,0
Tecido,170.91,56.90,22.75,4.51,0
Tecido,172.73,56.90,22.75,4.22,0
Tecido,172.26,53.45,22.75,4.36,0
Tecido,172.73,56.90,22.75,3.98,0
Tecido,172.50,55.17,22.75,3.61,0
Tecido,170.62,55.17,22.75,3.28,0
Tecido,172.73,56.90,22.75,3.16,0
Tecido,172.50,55.17,22.75,3.54,0
Tecido,172.73,56.90,22.75,3.51,0
Tecido,172.50,55.17,22.75,3.63,0
Tecido,172.50,55.17,22.75,3.32,0
Tecido,172.73,56.90,22.75,2.95,0
Tecido,172.26,53.45,22.75,2.99,0
Tecido,172.73,56.90,22.75,2.94,0
Tecido,172.73,56.90,22.75,5.10,0
Tecido,170.32,53.45,22.75,4.94,0
Tecido,170.91,56.90,22.75,4.23,0
Tecido,172.26,53.45,22.75,3.98,0
Tecido,172.73,56.90,22.75,3.50,0
Tecido,172.73,56.90,22.75,3.30,0
Tecido,172.26,53.45,22.75,3.12,0
Tecido,170.91,56.90,22.75,3.85,0
Tecido,172.26,53.45,22.75,3.95,0
Tecido,172.73,56.90,22.75,3.60,0
Tecido,172.73,56.90,22.75,4.44,0
Tecido,172.26,53.45,22.75,3.83,0
Tecido,172.73,56.90,22.75,3.38,0
Tecido,172.50,55.17,22.75,3.25,0
Tecido,172.50,55.17,22.75,2.66,0
Tecido,172.73,56.90,22.75,2.50,0
Tecido,170.62,54.24,23.14,2.46,0
Tecido,172.73,56.90,22.75,2.19,0
Tecido,172.50,55.17,22.75,2.19,0
Tecido,172.50,55.17,22.75,3.01,0
Tecido,172.73,56.90,22.75,2.95,0
Tecido,172.26,53.45,22.75,3.43,0
Tecido,172.73,56.90,22.75,3.90,0
Tecido,172.50,55.17,22.75,5.06,0
Tecido,172.50,55.17,22.75,4.90,0
Tecido,172.73,56.90,22.75,4.70,0
Tecido,170.32,53.45,22.75,5.03,0
Tecido,170.91,56.90,22.75,4.94,0
Tecido,172.73,56.90,22.75,4.43,0
Tecido,172.26,53.45,22.75,4.17,0
Tecido,172.73,56.90,22.75,3.70,0
Tecido,172.26,53.45,22.75,3.31,0
Tecido,170.91,56.90,22.75,3.21,0
Tecido,172.73,56.90,22.75,2.66,0
Tecido,170.62,54.24,23.14,2.70,0
Tecido,174.55,56.90,22.75,2.58,0
Tecido,172.26,53.45,22.75,2.38,0
Tecido,172.50,55.17,22.75,2.61,0
Tecido,172.73,56.90,22.75,2.98,0
Tecido,172.26,53.45,22.75,2.56,0
Tecido,174.37,56.14,22.35,2.21,0
Tecido,172.50,55.17,22.75,3.02,0
Tecido,172.50,55.17,22.75,2.76,0
Tecido,172.73,56.90,22.75,2.55,0
Tecido,170.62,54.24,23.14,2.54,0
Tecido,172.73,56.90,22.75,2.32,0
Tecido,172.50,55.17,22.75,4.49,0
Tecido,172.50,55.17,22.75,4.41,0
Tecido,172.73,56.90,22.75,4.71,0
Tecido,170.62,54.24,23.14,4.67,0
Tecido,171.18,57.63,23.14,5.20,0
Tecido,172.50,55.17,22.75,5.05,0
Tecido,172.26,53.45,22.75,5.14,0
Tecido,172.73,56.90,22.75,4.57,0
Tecido,172.26,53.45,22.75,5.72,0
Tecido,172.73,56.90,22.75,5.32,0
Tecido,171.18,57.63,23.14,4.88,0
Tecido,172.26,53.45,22.75,4.64,0
Tecido,172.73,56.90,22.75,4.18,0
Tecido,172.26,53.45,22.75,4.24,0
Tecido,172.50,55.17,22.75,4.10,0
Tecido,172.73,56.90,22.75,3.67,0
Tecido,172.26,53.45,22.75,4.10,0
Tecido,170.91,56.90,22.75,3.59,0
Tecido,172.50,55.17,22.75,3.31,0
Tecido,172.50,55.17,22.75,3.21,0
Tecido,172.73,56.90,22.75,2.86,0
Tecido,170.62,54.24,23.14,3.62,0
Tecido,172.73,56.90,22.75,4.08,0
Tecido,172.50,55.17,22.75,4.05,0
