CLASSE,Hue,Saturation,Value,Vibration,Metal
Madeira,47.37,20.21,36.86,5.99,0
Madeira,32.57,32.41,42.35,5.46,0
Madeira,38.18,23.66,36.47,5.22,0
Madeira,33.33,26.47,40.00,5.13,0
Madeira,32.57,32.41,42.35,5.02,0
Madeira,40.91,23.66,36.47,5.50,0
Madeira,37.14,22.11,37.25,4.69,0
Madeira,29.14,31.82,43.14,5.15,0
Madeira,39.13,24.47,36.86,6.11,0
Madeira,40.91,23.66,36.47,5.39,0
Madeira,30.91,30.56,42.35,4.51,0
Madeira,36.43,28.28,38.82,3.85,0
Madeira,40.91,23.66,36.47,3.79,0
Madeira,32.00,28.57,41.18,4.34,0
Madeira,32.57,32.71,41.96,4.12,0
Madeira,38.18,23.66,36.47,4.50,0
Madeira,34.29,26.92,40.78,4.37,0
Madeira,33.53,32.08,41.57,5.23,0
Madeira,40.91,23.66,36.47,5.91,0
Madeira,35.00,24.49,38.43,5.38,0
Madeira,31.76,31.48,42.35,5.39,0
Madeira,40.91,23.66,36.47,5.26,0
Madeira,36.00,21.51,36.47,5.81,0
Madeira,30.91,30.56,42.35,6.68,0
Madeira,37.78,27.55,38.43,6.61,0
Madeira,39.13,24.47,36.86,7.53,0
Madeira,32.00,28.30,41.57,7.01,0
Madeira,34.84,30.10,40.39,6.51,0
Madeira,40.91,23.66,36.47,5.75,0
Madeira,33.60,25.25,38.82,5.76,0
Madeira,31.76,31.48,42.35,6.21,0
Madeira,40.91,23.66,36.47,6.79,0
Madeira,42.00,21.51,36.47,6.04,0
Madeira,30.91,30.56,42.35,8.25,0
Madeira,38.40,26.04,37.65,6.87,0
Madeira,41.05,20.43,36.47,5.83,0
Madeira,31.76,31.48,42.35,6.32,0
Madeira,37.50,25.26,37.25,6.22,0
Madeira,33.00,21.28,36.86,5.34,0
Madeira,30.00,29.63,42.35,6.08,0
Madeira,36.52,24.47,36.86,5.46,0
Madeira,36.00,21.28,36.86,5.03,0
Madeira,30.91,30.56,42.35,4.62,0
Madeira,39.13,24.47,36.86,4.16,0
Madeira,40.00,22.58,36.47,3.66,0
Madeira,30.00,31.19,42.75,3.27,0
Madeira,34.00,29.70,39.61,3.35,0
Madeira,38.18,23.66,36.47,3.09,0
Madeira,28.12,29.63,42.35,3.12,0
Madeira,34.00,29.70,39.61,3.00,0
Madeira,37.14,22.58,36.47,3.74,0
Madeira,30.91,30.56,42.35,3.85,0
Madeira,35.17,29.00,39.22,3.99,0
Madeira,40.00,22.58,36.47,4.19,0
Madeira,30.91,30.56,42.35,3.77,0
Madeira,35.17,29.00,39.22,3.79,0
Madeira,40.00,22.58,36.47,3.99,0
Madeira,30.00,31.19,42.75,5.12,0
Madeira,35.17,29.00,39.22,4.34,0
Madeira,38.18,23.66,36.47,4.01,0
Madeira,33.10,27.88,40.78,4.18,0
Madeira,31.76,31.78,41.96,3.59,0
Madeira,40.91,23.66,36.47,3.11,0
Madeira,36.52,23.71,38.04,4.05,0
Madeira,30.86,32.11,42.75,4.43,0
Madeira,38.18,23.66,36.47,4.98,0
Madeira,41.05,20.43,36.47,4.79,0
Madeira,30.86,31.82,43.14,4.10,0
Madeira,38.18,23.66,36.47,4.46,0
Madeira,36.52,23.71,38.04,3.98,0
Madeira,30.91,30.56,42.35,3.57,0
Madeira,40.91,23.66,36.47,3.41,0
Madeira,44.21,20.43,36.47,2.84,0
Madeira,30.86,32.11,42.75,3.63,0
Madeira,40.91,23.66,36.47,3.53,0
Madeira,43.33,19.35,36.47,3.47,0
Madeira,30.86,32.11,42.75,3.32,0
Madeira,38.18,23.66,36.47,3.25,0
Madeira,32.50,24.24,38.82,3.77,0
Madeira,31.67,32.73,43.14,4.33,0
Madeira,40.91,23.66,36.47,3.99,0
Madeira,39.00,21.51,36.47,3.63,0
Madeira,28.24,30.91,43.14,3.74,0
Madeira,33.33,27.55,38.43,5.04,0
Madeira,36.00,21.51,36.47,5.30,0
Madeira,30.00,29.63,42.35,4.57,0
Madeira,35.56,27.55,38.43,5.25,0
Madeira,40.91,23.66,36.47,4.80,0
Madeira,32.00,28.30,41.57,4.44,0
Madeira,34.55,31.73,40.78,4.41,0
Madeira,40.91,23.66,36.47,4.35,0
Madeira,31.20,25.00,39.22,4.11,0
Madeira,30.00,31.19,42.75,4.18,0
Madeira,40.91,23.66,36.47,4.13,0
Madeira,44.21,20.21,36.86,3.71,0
Madeira,30.00,31.19,42.75,3.59,0
Madeira,39.13,24.73,36.47,3.69,0
Madeira,39.00,21.51,36.47,3.76,0
Madeira,29.09,30.28,42.75,3.27,0
Madeira,35.56,27.55,38.43,3.31,0
Madeira,40.00,22.58,36.47,3.28,0
Madeira,27.10,28.70,42.35,3.25,0
Madeira,35.56,27.55,38.43,3.25,0
Madeira,39.00,21.51,36.47,2.86,0
Madeira,30.91,30.56,42.35,2.88,0
Madeira,35.56,27.55,38.43,2.64,0
Madeira,36.00,21.51,36.47,2.34,0
Madeira,29.09,30.28,42.75,2.69,0
Madeira,36.92,26.80,38.04,2.95,0
Madeira,40.91,23.66,36.47,2.91,0
Madeira,30.00,28.30,41.57,3.31,0
Madeira,33.75,30.77,40.78,4.74,0
Madeira,40.91,23.66,36.47,5.37,0
Madeira,32.73,30.84,41.96,5.54,0
Madeira,32.73,31.43,41.18,4.65,0
Madeira,38.18,23.66,36.47,4.83,0
Madeira,31.87,29.91,41.96,5.82,0
Madeira,31.87,30.48,41.18,5.28,0
Madeira,40.91,23.66,36.47,5.25,0
Madeira,33.91,23.47,38.43,4.59,0
Madeira,30.86,32.11,42.75,4.49,0
Madeira,38.18,23.66,36.47,4.50,0
Madeira,43.33,19.35,36.47,5.31,0
Madeira,30.00,32.73,43.14,4.42,0
Madeira,40.91,23.66,36.47,4.27,0
Madeira,36.00,21.51,36.47,4.17,0
Madeira,30.00,29.63,42.35,3.87,0
Madeira,34.29,28.28,38.82,3.52,0
Madeira,39.00,21.51,36.47,4.72,0
Madeira,30.91,30.56,42.35,5.23,0
Madeira,34.29,28.28,38.82,6.52,0
Madeira,37.14,22.34,36.86,5.85,0
Madeira,30.00,29.63,42.35,6.27,0
Madeira,36.43,28.28,38.82,6.08,0
Madeira,36.00,21.51,36.47,5.84,0
Madeira,29.09,30.28,42.75,5.93,0
Madeira,34.29,28.28,38.82,5.54,0
Madeira,38.18,23.66,36.47,4.88,0
Madeira,31.03,27.62,41.18,4.55,0
Madeira,30.86,32.41,42.35,4.13,0
Madeira,38.18,23.66,36.47,3.64,0
Madeira,36.52,23.71,38.04,3.48,0
Madeira,30.00,31.19,42.75,4.84,0
Madeira,40.91,23.66,36.47,5.98,0
Madeira,38.18,23.66,36.47,8.28,0
Madeira,30.91,30.56,42.35,9.11,0
Madeira,35.17,29.00,39.22,7.83,0
Madeira,39.13,24.73,36.47,8.85,0
Madeira,33.10,27.88,40.78,7.86,0
Madeira,30.86,32.41,42.35,7.58,0
Madeira,38.18,23.66,36.47,8.15,0
Madeira,39.00,21.28,36.86,7.81,0
Madeira,30.00,29.63,42.35,7.02,0
Madeira,36.52,24.47,36.86,5.99,0
Madeira,47.37,20.21,36.86,5.07,0
Madeira,30.86,32.11,42.75,4.70,0
Madeira,38.18,23.66,36.47,5.00,0
Madeira,44.21,20.21,36.86,5.92,0
Madeira,30.86,32.11,42.75,5.26,0
Madeira,40.91,23.66,36.47,4.54,0
Madeira,45.00,21.28,36.86,4.52,0
Madeira,31.67,32.73,43.14,5.61,0
Madeira,38.18,23.66,36.47,5.29,0
Madeira,44.21,20.21,36.86,5.31,0
Madeira,30.86,32.11,42.75,5.08,0
Madeira,38.18,23.66,36.47,4.66,0
Madeira,36.00,21.28,36.86,3.81,0
Madeira,30.00,29.63,42.35,3.45,0
Madeira,36.00,26.04,37.65,3.58,0
Madeira,38.18,23.66,36.47,3.36,0
Madeira,30.97,28.97,41.96,3.01,0
Madeira,33.53,32.38,41.18,3.15,0
Madeira,38.18,23.66,36.47,3.24,0
Madeira,30.00,29.91,41.96,3.13,0
Madeira,33.75,30.77,40.78,3.84,0
Madeira,40.91,23.66,36.47,5.27,0
Madeira,30.00,28.04,41.96,5.53,0
Madeira,32.73,31.43,41.18,5.59,0
Madeira,40.91,23.66,36.47,5.97,0
Madeira,31.87,29.91,41.96,7.71,0
Madeira,33.53,32.38,41.18,7.33,0
Madeira,38.18,23.66,36.47,7.21,0
Madeira,30.97,29.25,41.57,8.54,0
Madeira,33.53,32.08,41.57,7.41,0
Madeira,40.91,23.66,36.47,6.69,0
Madeira,35.00,24.49,38.43,6.65,0
Madeira,30.00,31.19,42.75,6.58,0
Madeira,38.18,23.66,36.47,5.61,0
Madeira,36.52,23.71,38.04,5.61,0
Madeira,30.00,31.19,42.75,4.87,0
Madeira,38.18,23.66,36.47,4.98,0
Madeira,43.64,22.68,38.04,4.66,0
Madeira,31.76,31.78,41.96,4.40,0
Madeira,38.18,23.66,36.47,6.25,0
Madeira,31.03,27.62,41.18,9.10,0
Madeira,32.73,31.13,41.57,8.31,0
Madeira,38.18,23.66,36.47,7.66,0
Madeira,33.91,23.71,38.04,6.39,0
Madeira,30.86,32.11,42.75,5.55,0
Madeira,40.91,23.66,36.47,4.50,0
Madeira,37.14,22.58,36.47,4.23,0
Madeira,29.03,28.70,42.35,3.78,0
Madeira,34.29,28.28,38.82,3.28,0
Madeira,38.18,23.66,36.47,3.59,0
Madeira,30.00,29.63,42.35,3.26,0
Madeira,34.29,28.28,38.82,3.75,0
Madeira,40.91,23.66,36.47,3.69,0
Madeira,31.03,27.62,41.18,4.10,0
Madeira,30.91,31.13,41.57,3.92,0
Madeira,40.91,23.66,36.47,4.01,0
Madeira,35.00,24.49,38.43,4.49,0
Madeira,31.76,31.48,42.35,5.21,0
Madeira,40.91,23.66,36.47,4.82,0
Madeira,33.91,23.71,38.04,4.42,0
Madeira,30.86,32.11,42.75,3.83,0
Madeira,38.18,23.66,36.47,3.92,0
Madeira,41.74,23.47,38.43,4.07,0
Madeira,31.76,32.08,41.57,4.04,0
Madeira,40.91,23.66,36.47,3.77,0
Madeira,32.00,28.30,41.57,4.10,0
Madeira,31.76,32.08,41.57,3.56,0
Madeira,46.36,23.66,36.47,3.37,0
Madeira,35.00,24.49,38.43,3.63,0
Madeira,30.91,30.56,42.35,3.58,0
Madeira,38.18,23.66,36.47,3.63,0
Madeira,38.18,22.22,38.82,4.37,0
Madeira,32.73,31.43,41.18,6.28,0
Madeira,38.18,23.66,36.47,6.02,0
Madeira,34.84,29.25,41.57,5.98,0
Madeira,34.55,31.43,41.18,6.03,0
Madeira,40.91,23.66,36.47,6.72,0
Madeira,32.50,24.24,38.82,6.97,0
Madeira,31.76,31.48,42.35,6.14,0
Madeira,38.18,23.66,36.47,5.29,0
Madeira,33.60,25.25,38.82,7.25,0
Madeira,30.86,32.11,42.75,8.45,0
Madeira,38.18,23.66,36.47,6.88,0
Madeira,32.50,24.24,38.82,8.25,0
Madeira,30.86,32.11,42.75,7.79,0
Madeira,40.91,23.66,36.47,6.85,0
Madeira,33.60,25.00,39.22,6.91,0
Madeira,30.86,32.11,42.75,6.72,0
Madeira,40.91,23.66,36.47,6.16,0
Madeira,33.60,25.00,39.22,7.53,0
Madeira,30.86,32.11,42.75,6.47,0
Madeira,38.18,23.66,36.47,6.38,0
Madeira,32.31,25.74,39.61,5.84,0
Madeira,30.00,31.48,42.35,6.95,0
Madeira,40.91,23.66,36.47,6.48,0
Madeira,37.14,22.11,37.25,5.90,0
Madeira,32.73,30.56,42.35,6.28,0
Madeira,39.13,24.47,36.86,6.02,0
Madeira,34.29,22.58,36.47,5.68,0
Madeira,30.00,29.63,42.35,4.91,0
Madeira,35.17,29.00,39.22,4.87,0
Madeira,40.91,23.66,36.47,5.86,0
Madeira,30.00,27.18,40.39,5.27,0
Madeira,32.57,32.71,41.96,5.10,0
Madeira,38.18,23.66,36.47,5.07,0
Madeira,31.11,25.96,40.78,5.24,0
Madeira,31.76,31.78,41.96,7.15,0
Madeira,40.91,23.66,36.47,7.28,0
Madeira,34.00,28.57,41.18,7.39,0
Madeira,34.55,31.43,41.18,7.35,0
Madeira,38.18,23.66,36.47,8.80,0
Madeira,33.60,25.25,38.82,7.72,0
Madeira,34.29,32.11,42.75,8.86,0
Madeira,38.18,23.66,36.47,8.62,0
Madeira,39.00,21.51,36.47,8.64,0
Madeira,31.87,29.63,42.35,9.07,0
Madeira,37.50,25.26,37.25,7.76,0
Madeira,36.00,21.51,36.47,6.94,0
Madeira,34.55,30.56,42.35,6.31,0
Madeira,37.50,25.26,37.25,5.60,0
Madeira,34.74,20.43,36.47,5.81,0
Madeira,30.91,30.56,42.35,5.87,0
Madeira,38.40,26.04,37.65,5.49,0
Madeira,35.45,23.66,36.47,4.91,0
Madeira,30.91,30.56,42.35,5.76,0
Madeira,36.77,30.39,40.00,7.02,0
Madeira,38.18,23.66,36.47,7.05,0
Madeira,30.00,29.63,42.35,9.01,0
Madeira,34.84,30.39,40.00,8.92,0
Madeira,37.14,22.58,36.47,8.26,0
Madeira,30.91,30.56,42.35,7.39,0
Madeira,34.00,29.70,39.61,9.57,0
Madeira,40.91,23.66,36.47,11.21,0
Madeira,32.14,27.18,40.39,9.57,0
Madeira,32.57,32.71,41.96,8.92,0
Madeira,38.18,23.66,36.47,7.33,0
Madeira,32.00,28.85,40.78,6.38,0
Madeira,30.86,32.41,42.35,5.63,0
Madeira,40.91,23.66,36.47,4.81,0
Madeira,31.03,27.88,40.78,4.21,0
Madeira,32.73,31.13,41.57,4.33,0
Madeira,40.91,23.66,36.47,4.83,0
Madeira,33.10,27.62,41.18,4.10,0
Madeira,31.76,32.08,41.57,3.65,0
Madeira,38.18,23.66,36.47,3.37,0
Madeira,32.00,28.30,41.57,3.41,0
Madeira,33.75,30.77,40.78,3.04,0
Madeira,38.18,23.66,36.47,3.07,0
Madeira,34.62,26.00,39.22,3.81,0
Madeira,30.86,32.11,42.75,3.40,0
Madeira,43.64,23.66,36.47,3.87,0
Madeira,39.00,21.51,36.47,3.81,0
Madeira,29.09,30.28,42.75,4.08,0
Madeira,36.00,26.04,37.65,5.03,0
Madeira,36.00,21.51,36.47,4.87,0
Madeira,30.91,30.56,42.35,6.56,0
Madeira,37.50,25.26,37.25,7.01,0
Madeira,37.89,20.43,36.47,8.63,0
Madeira,34.55,30.56,42.35,7.79,0
Madeira,36.52,24.47,36.86,7.18,0
Madeira,34.74,20.43,36.47,6.88,0
Madeira,30.00,31.19,42.75,7.74,0
Madeira,39.13,24.47,36.86,8.50,0
Madeira,38.18,23.66,36.47,7.16,0
Madeira,30.00,29.63,42.35,8.35,0
Madeira,38.00,29.70,39.61,8.96,0
Madeira,38.18,23.66,36.47,8.19,0
Madeira,32.31,25.74,39.61,6.82,0
Madeira,31.67,33.03,42.75,5.95,0
Madeira,38.18,23.66,36.47,5.20,0
Madeira,36.00,21.28,36.86,4.99,0
Madeira,34.29,32.11,42.75,4.99,0
Madeira,39.13,24.47,36.86,5.15,0
Madeira,36.00,21.28,36.86,4.62,0
Madeira,30.00,31.19,42.75,5.72,0
Madeira,36.52,24.47,36.86,5.49,0
Madeira,40.91,23.66,36.47,5.48,0
Madeira,30.91,30.56,42.35,4.62,0
Madeira,34.00,29.70,39.61,5.46,0
Madeira,38.18,23.66,36.47,5.14,0
Madeira,32.14,27.18,40.39,5.40,0
Madeira,31.67,33.33,42.35,4.86,0
Madeira,38.18,23.66,36.47,4.51,0
Madeira,33.33,26.47,40.00,4.20,0
Madeira,33.53,31.78,41.96,4.31,0
Madeira,38.18,23.66,36.47,4.60,0
Madeira,33.10,27.88,40.78,4.96,0
Madeira,32.73,31.13,41.57,6.64,0
Madeira,38.18,23.66,36.47,6.07,0
Madeira,33.91,23.71,38.04,5.79,0
Madeira,30.00,31.19,42.75,5.14,0
Madeira,40.91,23.66,36.47,5.47,0
Madeira,33.91,23.71,38.04,4.86,0
Madeira,30.86,32.11,42.75,7.91,0
Madeira,40.91,23.66,36.47,7.29,0
Madeira,35.00,24.49,38.43,6.25,0
Madeira,30.86,32.11,42.75,6.31,0
Madeira,40.91,23.66,36.47,6.21,0
Madeira,33.91,23.47,38.43,5.57,0
Madeira,31.76,31.48,42.35,5.50,0
Madeira,38.18,23.66,36.47,5.00,0
Madeira,35.00,24.49,38.43,4.44,0
Madeira,31.76,31.48,42.35,5.88,0
Madeira,35.45,23.66,36.47,5.12,0
Madeira,32.50,24.24,38.82,5.18,0
Madeira,30.00,31.19,42.75,4.62,0
Madeira,38.18,23.66,36.47,3.95,0
Madeira,32.50,24.24,38.82,4.66,0
Madeira,30.86,32.11,42.75,4.68,0
Madeira,38.18,23.66,36.47,4.60,0
Madeira,39.00,21.51,36.47,7.00,0
Madeira,30.00,31.19,42.75,7.73,0
Madeira,36.00,26.04,37.65,7.81,0
Madeira,38.18,23.66,36.47,10.71,0
Madeira,32.00,28.30,41.57,12.95,0
Madeira,33.75,31.07,40.39,11.87,0
Madeira,38.18,23.66,36.47,12.10,0
Madeira,32.31,25.74,39.61,12.35,0
Madeira,30.86,32.11,42.75,10.01,0
Madeira,38.18,23.66,36.47,10.43,0
Madeira,31.11,26.47,40.00,9.78,0
Madeira,31.67,33.03,42.75,9.34,0
Madeira,40.91,23.66,36.47,8.08,0
Madeira,36.00,21.28,36.86,7.68,0
Madeira,30.00,31.19,42.75,7.77,0
Madeira,40.00,25.53,36.86,7.87,0
Madeira,35.45,23.66,36.47,7.17,0
Madeira,30.00,29.63,42.35,7.04,0
Madeira,32.90,30.39,40.00,6.66,0
Madeira,40.91,23.66,36.47,7.26,0
Madeira,33.33,26.47,40.00,8.10,0
Madeira,30.86,32.11,42.75,7.00,0
Madeira,35.45,23.66,36.47,6.13,0
Madeira,47.37,20.21,36.86,5.27,0
Madeira,32.57,32.41,42.35,4.36,0
Madeira,38.18,23.66,36.47,4.06,0
Madeira,32.31,25.49,40.00,4.16,0
Madeira,30.86,32.11,42.75,3.88,0
Madeira,40.91,23.66,36.47,3.57,0
Madeira,33.33,26.47,40.00,3.85,0
Madeira,32.57,32.41,42.35,4.57,0
Madeira,38.18,23.66,36.47,6.90,0
Madeira,32.14,27.18,40.39,9.41,0
Madeira,30.00,33.03,42.75,8.15,0
Madeira,38.18,23.66,36.47,7.14,0
Madeira,31.03,27.88,40.78,6.52,0
Madeira,30.86,32.41,42.35,5.95,0
Madeira,38.18,23.66,36.47,5.85,0
Madeira,32.14,27.18,40.39,5.08,0
Madeira,34.29,32.71,41.96,5.28,0
Madeira,38.18,23.66,36.47,5.24,0
Madeira,34.00,28.85,40.78,4.56,0
Madeira,31.76,31.78,41.96,5.30,0
Madeira,38.18,23.66,36.47,5.71,0
Madeira,35.45,22.92,37.65,5.82,0
Madeira,30.91,30.56,42.35,5.42,0
Madeira,40.91,23.66,36.47,6.10,0
Madeira,33.91,23.71,38.04,5.05,0
Madeira,30.00,31.19,42.75,4.54,0
Madeira,40.91,23.66,36.47,4.46,0
Madeira,34.29,21.87,37.65,4.30,0
Madeira,31.76,31.48,42.35,4.57,0
Madeira,39.13,24.47,36.86,4.31,0
Madeira,35.45,22.92,37.65,5.01,0
Madeira,30.00,31.19,42.75,4.76,0
Madeira,38.18,23.66,36.47,5.13,0
Madeira,41.05,20.43,36.47,4.81,0
Madeira,30.00,31.19,42.75,4.34,0
Madeira,38.18,23.66,36.47,4.19,0
Madeira,45.00,21.05,37.25,3.56,0
Madeira,31.67,33.03,42.75,3.60,0
Madeira,40.91,23.66,36.47,4.14,0
Madeira,36.00,21.05,37.25,4.68,0
Madeira,30.91,30.56,42.35,5.46,0
Madeira,39.13,24.47,36.86,5.55,0
Madeira,41.05,20.43,36.47,4.72,0
Madeira,30.00,31.19,42.75,4.09,0
Madeira,39.13,24.47,36.86,4.16,0
Madeira,37.14,22.11,37.25,3.99,0
Madeira,30.00,31.19,42.75,5.68,0
Madeira,39.13,24.47,36.86,6.65,0
Madeira,39.00,21.28,36.86,6.85,0
Madeira,30.00,31.19,42.75,7.18,0
Madeira,39.13,24.47,36.86,6.21,0
Madeira,36.00,21.28,36.86,6.73,0
Madeira,30.91,30.56,42.35,6.04,0
Madeira,37.50,25.26,37.25,5.44,0
Madeira,37.89,20.43,36.47,4.65,0
Madeira,28.24,30.91,43.14,4.36,0
Madeira,37.50,25.26,37.25,5.65,0
Madeira,37.89,20.43,36.47,8.35,0
Madeira,30.00,31.19,42.75,8.40,0
Madeira,40.00,25.26,37.25,7.36,0
Madeira,38.18,23.66,36.47,7.39,0
Madeira,30.91,30.56,42.35,6.75,0
Madeira,35.63,31.07,40.39,7.52,0
Madeira,38.18,23.66,36.47,7.54,0
Madeira,36.00,25.00,39.22,6.58,0
Madeira,30.00,32.73,43.14,7.98,0
Madeira,38.18,23.66,36.47,10.00,0
Madeira,32.50,24.24,38.82,11.09,0
Madeira,30.86,32.11,42.75,12.42,0
Madeira,40.91,23.66,36.47,10.40,0
Madeira,33.60,25.25,38.82,9.66,0
Madeira,30.00,32.73,43.14,8.81,0
Madeira,38.18,23.66,36.47,7.92,0
Madeira,35.00,24.24,38.82,7.27,0
Madeira,30.00,32.73,43.14,6.18,0
Madeira,40.91,23.66,36.47,5.76,0
Madeira,35.45,22.68,38.04,5.53,0
Madeira,29.14,31.82,43.14,5.59,0
Madeira,40.91,23.66,36.47,5.80,0
Madeira,37.14,22.11,37.25,9.99,0
Madeira,31.76,31.19,42.75,9.53,0
Madeira,38.18,23.66,36.47,8.99,0
Madeira,37.14,22.11,37.25,8.55,0
Madeira,30.00,31.19,42.75,7.26,0
Madeira,36.52,24.47,36.86,6.40,0
Madeira,39.00,21.28,36.86,5.87,0
Madeira,30.86,32.11,42.75,5.51,0
Madeira,36.52,24.47,36.86,5.64,0
Madeira,39.00,21.28,36.86,5.40,0
Madeira,30.86,32.11,42.75,5.40,0
Madeira,36.52,24.47,36.86,5.36,0
Madeira,47.37,20.43,36.47,5.12,0
Madeira,32.57,32.41,42.35,4.97,0
Madeira,38.18,23.66,36.47,4.63,0
Madeira,31.20,25.00,39.22,4.87,0
Madeira,30.86,32.11,42.75,5.35,0
Madeira,0.00,39.13,18.04,1.14,0
Madeira,5.71,42.86,19.22,1.26,0
Madeira,4.29,33.33,16.47,3.80,0
Madeira,9.47,38.78,19.22,4.44,0
Madeira,7.06,37.78,17.65,4.40,0
Madeira,5.00,28.57,16.47,5.15,0
Madeira,6.00,40.82,19.22,7.14,0
Madeira,4.29,33.33,16.47,8.41,0
Madeira,3.53,35.42,18.82,7.54,0
Madeira,3.75,36.36,17.25,6.76,0
Madeira,0.00,28.57,16.47,8.26,0
Madeira,8.18,43.14,20.00,9.69,0
Madeira,4.29,33.33,16.47,12.74,0
Madeira,3.33,39.13,18.04,11.99,0
Madeira,0.00,28.57,16.47,11.77,0
Madeira,5.71,41.18,20.00,13.67,0
Madeira,0.00,30.95,16.47,15.59,0
Madeira,7.06,36.17,18.43,16.51,0
Madeira,3.00,41.67,18.82,14.36,0
Madeira,0.00,32.56,16.86,12.67,0
Madeira,5.71,41.18,20.00,11.82,0
Madeira,4.00,34.88,16.86,10.80,0
Madeira,4.29,31.11,17.65,11.93,0
Madeira,5.71,42.86,19.22,11.11,0
Madeira,0.00,32.56,16.86,10.71,0
Madeira,5.71,41.18,20.00,12.09,0
Madeira,4.00,34.88,16.86,12.93,0
Madeira,9.23,30.23,16.86,17.66,0
Madeira,5.45,43.14,20.00,18.70,0
Madeira,4.00,34.88,16.86,24.27,0
Madeira,9.00,40.00,19.61,23.50,0
Madeira,4.00,34.88,16.86,22.15,0
Madeira,4.62,30.23,16.86,18.03,0
Madeira,7.83,45.10,20.00,17.63,0
Madeira,4.29,33.33,16.47,22.09,0
Madeira,6.67,36.73,19.22,11.46,0
Madeira,3.53,37.78,17.65,10.19,0
Madeira,0.00,28.57,16.47,8.97,0
Madeira,8.18,43.14,20.00,7.23,0
Madeira,4.29,33.33,16.47,8.65,0
Madeira,7.06,36.17,18.43,8.16,0
Madeira,3.16,40.43,18.43,9.77,0
Madeira,0.00,28.57,16.47,7.38,0
Madeira,8.18,43.14,20.00,6.10,0
Madeira,4.29,33.33,16.47,5.29,0
Madeira,7.50,34.78,18.04,4.58,0
Madeira,6.00,41.67,18.82,7.51,0
Madeira,0.00,32.56,16.86,7.47,0
Madeira,8.57,41.18,20.00,6.06,0
Madeira,4.00,34.88,16.86,5.41,0
Madeira,8.57,31.82,17.25,5.86,0
Madeira,5.22,46.00,19.61,5.67,0
Madeira,0.00,32.56,16.86,7.76,0
Madeira,9.00,40.00,19.61,8.33,0
Madeira,4.00,34.88,16.86,9.55,0
Madeira,4.62,30.23,16.86,10.41,0
Madeira,5.22,45.10,20.00,11.45,0
Madeira,4.29,33.33,16.47,13.22,0
Madeira,6.32,38.00,19.61,13.62,0
Madeira,3.75,36.36,17.25,13.71,0
Madeira,0.00,30.23,16.86,14.31,0
Madeira,5.45,43.14,20.00,14.26,0
Madeira,4.29,33.33,16.47,14.13,0
Madeira,10.00,37.50,18.82,15.70,0
Madeira,3.33,39.13,18.04,15.87,0
Madeira,0.00,30.23,16.86,15.43,0
Madeira,8.18,43.14,20.00,15.70,0
Madeira,0.00,34.88,16.86,15.77,0
Madeira,7.06,36.17,18.43,15.75,0
Madeira,3.16,40.43,18.43,16.98,0
Madeira,0.00,30.95,16.47,16.44,0
Madeira,5.71,41.18,20.00,17.09,0
Madeira,4.29,33.33,16.47,17.02,0
Madeira,4.29,31.11,17.65,17.71,0
Madeira,2.86,42.86,19.22,18.74,0
Madeira,0.00,30.95,16.47,19.08,0
Madeira,8.57,41.18,20.00,19.06,0
Madeira,4.29,33.33,16.47,18.45,0
Madeira,8.57,31.82,17.25,17.81,0
Madeira,5.45,44.00,19.61,17.94,0
Madeira,3.75,36.36,17.25,11.09,0
Madeira,9.00,40.00,19.61,14.31,0
Madeira,3.75,36.36,17.25,11.76,0
Madeira,4.29,31.82,17.25,12.21,0
Madeira,5.45,43.14,20.00,12.02,0
Madeira,4.00,34.88,16.86,11.90,0
Madeira,6.32,38.78,19.22,12.48,0
Madeira,3.53,37.78,17.65,12.25,0
Madeira,0.00,30.23,16.86,12.66,0
Madeira,8.18,43.14,20.00,11.29,0
Madeira,3.75,36.36,17.25,10.50,0
Madeira,10.00,37.50,18.82,19.33,0
Madeira,3.16,40.43,18.43,18.38,0
Madeira,0.00,30.23,16.86,18.38,0
Madeira,11.43,42.00,19.61,18.59,0
Madeira,7.50,36.36,17.25,17.48,0
Madeira,7.50,34.78,18.04,14.94,0
Madeira,6.00,41.67,18.82,12.55,0
Madeira,4.29,32.56,16.86,13.15,0
Madeira,5.71,41.18,20.00,15.64,0
Madeira,4.00,34.88,16.86,14.26,0
Madeira,8.57,31.82,17.25,17.28,0
Madeira,5.45,44.00,19.61,20.23,0
Madeira,0.00,32.56,16.86,20.72,0
Madeira,8.57,41.18,20.00,19.37,0
Madeira,4.00,34.88,16.86,19.00,0
Madeira,4.29,31.82,17.25,16.74,0
Madeira,8.18,44.00,19.61,14.79,0
Madeira,8.00,34.88,16.86,14.19,0
Madeira,9.47,38.78,19.22,17.11,0
Madeira,7.50,36.36,17.25,16.06,0
Madeira,0.00,31.82,17.25,20.42,0
Madeira,8.18,43.14,20.00,17.90,0
Madeira,7.50,36.36,17.25,16.10,0
Madeira,3.33,36.73,19.22,14.35,0
Madeira,3.16,40.43,18.43,13.63,0
Madeira,4.00,34.09,17.25,11.68,0
Madeira,10.91,43.14,20.00,10.99,0
Madeira,8.00,34.88,16.86,11.15,0
Madeira,7.50,34.78,18.04,10.58,0
Madeira,6.00,41.67,18.82,9.83,0
Madeira,4.00,34.09,17.25,8.84,0
Madeira,10.91,43.14,20.00,8.95,0
Madeira,8.00,34.88,16.86,8.64,0
